접수날짜,불량유형_대,불량유형_중,불량유형_소,원인,유상/무상,처리내역,수리부품,수리비용,수리비용청구여부
2021-11-09,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-05-21,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-11-10,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-04-26,기능,화면,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
2021-01-02,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000
2021-12-15,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-11-30,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구
2023-03-20,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-10-14,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-10-17,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-11-17,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2022-09-23,기능,화면,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000
2022-12-06,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-09-29,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-03-29,기능,화면,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2023-02-13,기능,화면,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2022-10-26,기능,화면,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-03-12,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-07-02,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-08-25,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-07-13,기능,화면,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-02-08,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-01-25,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-03-30,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-09-13,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-11-30,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2022-12-08,기능,화면,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-09-06,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-02-14,기능,화면,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-11-19,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2021-02-22,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-06-07,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000
2022-12-11,기능,화면,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2021-08-24,기능,화면,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2022-02-09,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2022-11-08,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-07-06,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구
2022-08-15,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-06-15,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-08-28,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-08-21,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-02-16,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-11-02,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-05-06,기능,화면,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
2022-11-10,기능,화면,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
2021-04-27,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-06-04,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-01-09,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-12-29,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2023-03-18,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-05-15,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-08-15,기능,화면,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-03-13,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-06-25,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-07-14,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-02-01,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-07-19,기능,화면,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2022-09-21,기능,화면,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2021-09-22,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2023-05-25,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2021-02-26,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-11-01,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000
2023-04-27,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2022-11-08,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-11-21,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
2021-12-25,기능,화면,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
2021-10-17,기능,화면,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-11-26,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-04-04,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2022-10-04,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-05-29,기능,화면,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
2021-08-31,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2022-02-21,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-12-03,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2021-08-05,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2022-12-19,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2023-04-14,기능,화면,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2022-05-07,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-12-19,기능,화면,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2022-03-15,기능,화면,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-06-26,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-12-16,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-05-21,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2022-06-16,기능,화면,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2023-01-02,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2021-10-08,기능,화면,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-02-24,기능,화면,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
2021-04-09,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-05-06,기능,화면,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-09-13,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-08-12,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-07-16,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-02-15,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-05-30,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-12-01,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
2021-03-13,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-09-09,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-03-22,기능,화면,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
2022-07-26,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
2021-02-05,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-12-20,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-02-11,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-07-29,기능,화면,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-04-01,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-10-19,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2022-11-04,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000
2021-09-03,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2023-02-18,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-02-04,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
2022-03-30,기능,화면,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2021-06-30,기능,화면,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-09-11,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-05-25,기능,화면,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
2022-03-06,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-11-30,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-09-19,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-06-21,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
2022-06-03,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-08-14,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-09-20,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-11-16,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2023-04-29,기능,화면,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-05-31,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2021-10-26,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-03-04,기능,화면,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-10-25,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2023-05-17,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-01-26,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000
2022-09-19,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-06-03,기능,화면,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-06-23,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-09-12,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-01-31,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2023-02-03,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-03-21,기능,화면,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2021-04-14,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-06-05,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2023-04-19,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-06-26,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-09-15,기능,화면,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
2021-09-09,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-03-01,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-01-31,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-12-06,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-06-03,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-09-08,기능,화면,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-07-28,기능,화면,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
2021-09-07,기능,화면,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2021-08-08,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-09-11,기능,화면,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2022-06-16,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000
2021-03-13,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2021-08-29,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2021-05-09,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-07-10,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
2021-07-03,기능,화면,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2022-03-20,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-03-23,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-07-16,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-07-28,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-09-30,기능,화면,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2022-10-27,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-05-27,기능,화면,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-11-24,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-02-15,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
2021-11-12,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-08-15,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2023-03-16,기능,화면,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2022-01-08,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-01-24,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-04-26,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-04-19,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-05-14,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-02-27,기능,화면,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-02-12,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-12-09,기능,화면,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2021-12-31,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2023-01-23,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-03-23,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2022-07-07,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-10-22,기능,화면,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2023-05-08,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-03-13,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-05-28,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-10-16,기능,화면,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
2022-01-16,기능,화면,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-08-18,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-04-21,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2021-01-22,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-09-27,기능,화면,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
2022-09-02,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2023-01-26,기능,화면,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-04-04,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-07-11,기능,화면,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-01-15,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000
2022-11-29,기능,화면,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000
2021-11-14,기능,화면,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2022-07-14,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-07-11,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2023-05-19,기능,화면,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2023-04-16,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-11-04,기능,화면,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2021-11-06,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2023-02-28,기능,화면,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000
2023-01-21,기능,화면,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
2022-04-23,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-11-01,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-03-04,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-06-04,기능,화면,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-01-02,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2023-05-11,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2023-01-30,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-01-06,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-04-29,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-04-02,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-04-14,기능,화면,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
2021-11-03,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-09-02,기능,화면,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-01-12,기능,화면,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2023-03-17,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-01-13,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-05-15,기능,화면,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
2021-08-22,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-01-10,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-11-07,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-01-03,기능,화면,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-07-14,기능,화면,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000
2021-03-24,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-05-07,기능,화면,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000
2021-02-05,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-08-13,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-12-19,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2022-08-12,기능,화면,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2022-06-11,기능,화면,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
2021-11-12,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2022-07-23,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-02-09,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-04-18,기능,화면,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
2023-04-25,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-12-27,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-06-25,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-05-27,기능,화면,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-02-19,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-01-31,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-07-16,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-04-17,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-09-29,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-01-27,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
2023-01-17,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-01-23,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구
2022-07-18,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000
2021-10-26,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-10-09,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-01-10,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2022-09-01,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-04-22,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-01-30,기능,화면,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2021-08-27,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
2022-06-28,기능,화면,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-12-30,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-02-12,기능,화면,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-08-06,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-06-20,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-11-20,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-10-10,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-09-18,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-07-01,기능,화면,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2021-10-16,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
2023-04-14,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
2023-02-08,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-09-14,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-03-23,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
2021-01-11,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-09-22,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-05-23,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-01-08,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-03-19,기능,화면,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-10-06,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-02-09,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-02-22,기능,화면,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
2021-08-24,기능,화면,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
2022-06-28,기능,화면,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
2021-11-03,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000
